id	package	tool	opt_tag	corpora	has_debug_elf	has_stripped_elf	n_debug_elfs	n_stripped_elfs	has_bir	bir_size	has_labels	n_labels	label_schema	n_xproj_ground_truth	n_external_fns	n_sub_graphs	n_nonsub_graphs	n_matched	n_matched_dangling	n_matched_clang_mi	local_split	wulver_split_v1	wulver_split_paper_clean	wulver_split_paper_clean_strict_idx	wulver_data_split	wulver_has_bir	wulver_bir_size	wulver_has_labels	wulver_has_external	wulver_n_sub_graphs	wulver_n_nonsub_graphs	wulver_n_matched	wulver_has_debug_elf	wulver_has_stripped_elf	build_id_stripped	build_id_debug	build_id_match	build_id_any_match	elf_type	has_eh_frame	n_fde	n_fde_debug	elfcheck_ratio	elfcheck_src	duplicate_of	eligible_v2	ineligible_reasons	role_hint	notes
binutils_strings	binutils	strings	default	local_main;wulver	data/raw/binutils_strings_sym	data/stripped/binutils_strings_stripped	1	1	data/bir/binutils_strings.bir	21900075	1	1774	schemaA:functions=name->addr		1515	1292	110	1220	0		train	train	train	train	train	0		1	1	1292	110	1220	0	1	8ecd63d82c0fee32fcbe0f293d4c9fc3ab422393	8ecd63d82c0fee32fcbe0f293d4c9fc3ab422393	1	1	DYN	1	1883	1883	1.0	archive		1			
binutils_strings_O0	binutils	strings	O0	local_main;wulver	data/raw/binutils_strings_O0_sym	data/stripped/binutils_strings_O0_stripped	1	1	data/bir/binutils_strings_O0.bir	31277814	1	2323	schemaA:functions=name->addr		5355	5131	112	4540	0		train	train	train	train	train	0		1	1	5131	112	4540	0	1	0322e68dfa14905042af2927afa2d7c4cf5bf2f3	0322e68dfa14905042af2927afa2d7c4cf5bf2f3	1	1	DYN	1	2758	2758	1.0	archive		1			
binutils_strings_O1	binutils	strings	O1	local_main;wulver	data/raw/binutils_strings_O1_sym	data/stripped/binutils_strings_O1_stripped	1	1	data/bir/binutils_strings_O1.bir	20710341	1	1837	schemaA:functions=name->addr		1690	1469	109	1395	0		train	train	train	train	train	0		1	1	1469	109	1395	0	1	e19202198e9a0922777433c895065dbc8ac2eb1a	e19202198e9a0922777433c895065dbc8ac2eb1a	1	1	DYN	1	1946	1946	1.0	archive		1			
binutils_strings_O2	binutils	strings	O2	local_main;wulver	data/raw/binutils_strings_O2_sym	data/stripped/binutils_strings_O2_stripped	1	1	data/bir/binutils_strings_O2.bir	21900075	1	1774	schemaA:functions=name->addr		1515	1292	110	1220	0		train	train	train	train	train	0		1	1	1292	110	1220	0	1	8ecd63d82c0fee32fcbe0f293d4c9fc3ab422393	8ecd63d82c0fee32fcbe0f293d4c9fc3ab422393	1	1	DYN	1	1883	1883	1.0	archive		1			
binutils_strings_O3	binutils	strings	O3	local_main;wulver	data/raw/binutils_strings_O3_sym	data/stripped/binutils_strings_O3_stripped	1	1	data/bir/binutils_strings_O3.bir	24085172	1	1682	schemaA:functions=name->addr		1420	1197	110	1127	0		train	train	train	train	train	0		1	1	1197	110	1127	0	1	64604b0fd5d038ab248d9909edbc064d68b048e0	64604b0fd5d038ab248d9909edbc064d68b048e0	1	1	DYN	1	1787	1787	0.9966666666666667	archive		1			
binutils_strings_clang_O0	binutils	strings_clang	O0	clang_train	clang_train/bins/binutils_strings_clang_O0.debug	clang_train/bins/binutils_strings_clang_O0	1	1	clang_train/bir/binutils_strings_clang_O0.bir	32587848	1	2322	schemaA:functions=name->addr		3084	2860	112			2322															32d33bc28df86a40cfc619dbe0d074e446fbc540	32d33bc28df86a40cfc619dbe0d074e446fbc540	1	1	DYN	1	2756	2756	1.0	computed		1			
binutils_strings_clang_O1	binutils	strings_clang	O1	clang_train	clang_train/bins/binutils_strings_clang_O1.debug	clang_train/bins/binutils_strings_clang_O1	1	1	clang_train/bir/binutils_strings_clang_O1.bir	15814122	1	1733	schemaA:functions=name->addr		1117	908	104			854															29681703cc2f53d74368ba2394fdfe0f4e103c57	29681703cc2f53d74368ba2394fdfe0f4e103c57	1	1	DYN	1	1855	1855	0.9833333333333333	computed		1			
binutils_strings_clang_O2	binutils	strings_clang	O2	clang_train	clang_train/bins/binutils_strings_clang_O2.debug	clang_train/bins/binutils_strings_clang_O2	1	1	clang_train/bir/binutils_strings_clang_O2.bir	15052436	1	1729	schemaA:functions=name->addr		1054	844	104			788															c86f166938db8d0e2ade0bc89ad21fd167d3f3be	c86f166938db8d0e2ade0bc89ad21fd167d3f3be	1	1	DYN	1	1850	1850	0.99	computed		1			
binutils_strings_clang_O3	binutils	strings_clang	O3	clang_train	clang_train/bins/binutils_strings_clang_O3.debug	clang_train/bins/binutils_strings_clang_O3	1	1	clang_train/bir/binutils_strings_clang_O3.bir	15680799	1	1723	schemaA:functions=name->addr		1049	839	104			783															2cb99e183e297d091c83640b38bc08b1dff38a3c	2cb99e183e297d091c83640b38bc08b1dff38a3c	1	1	DYN	1	1844	1844	0.99	computed		1			
bison_bison	bison	bison	default	local_main;wulver	data/raw/bison_bison_sym	data/stripped/bison_bison_stripped	1	1	data/bir/bison_bison.bir	9135098	1	1213	schemaA:functions=name->addr		1146	872	141	858	0		train	train	train	train	train	0		1	1	872	141	858	0	1	40a440309cf7bf65a70e0deea15007bd3d94b345	40a440309cf7bf65a70e0deea15007bd3d94b345	1	1	DYN	1	1228	1228	1.0	archive		1			
bison_bison_O0	bison	bison	O0	local_main;wulver	data/raw/bison_bison_O0_sym	data/stripped/bison_bison_O0_stripped	1	1	data/bir/bison_bison_O0.bir	13784985	1	1575	schemaA:functions=name->addr		3534	3233	154	3050	0		test	test	test	test	test	0		1	1	3233	154	3050	0	1	1ecfe5cc53459d64b5ae9d74f99256b160e9ea2e	1ecfe5cc53459d64b5ae9d74f99256b160e9ea2e	1	1	DYN	1	1720	1720	1.0	archive		1			
bison_bison_O1	bison	bison	O1	local_main;wulver	data/raw/bison_bison_O1_sym	data/stripped/bison_bison_O1_stripped	1	1	data/bir/bison_bison_O1.bir	9127724	1	1134	schemaA:functions=name->addr		1167	891	153	881	0		train	train	train	train	train	0		1	1	891	153	881	0	1	366fb1c3702ab88eaf661f399c744d108394daaf	366fb1c3702ab88eaf661f399c744d108394daaf	1	1	DYN	1	1152	1152	1.0	archive		1			
bison_bison_O2	bison	bison	O2	local_main;wulver	data/raw/bison_bison_O2_sym	data/stripped/bison_bison_O2_stripped	1	1	data/bir/bison_bison_O2.bir	9135098	1	1213	schemaA:functions=name->addr		1146	872	141	858	0		test	test	test	test	test	0		1	1	872	141	858	0	1	40a440309cf7bf65a70e0deea15007bd3d94b345	40a440309cf7bf65a70e0deea15007bd3d94b345	1	1	DYN	1	1228	1228	1.0	archive		1			
bison_bison_O3	bison	bison	O3	local_main;wulver	data/raw/bison_bison_O3_sym	data/stripped/bison_bison_O3_stripped	1	1	data/bir/bison_bison_O3.bir	11047534	1	1197	schemaA:functions=name->addr		1146	871	152	852	0		train	train	train	train	train	0		1	1	871	152	852	0	1	1ca2a1602df84cf04057a5a28529faaf822e60c6	1ca2a1602df84cf04057a5a28529faaf822e60c6	1	1	DYN	1	1212	1212	1.0	archive		1			
bsdtar_bsdcpio_O2	bsdtar	bsdcpio	O2	local_main:cross_project	data/cross_project/candidates/bsdtar_bsdcpio_O2		1	0			0																									edda9ce795317853f50c46fbea804173f9d21cf4			DYN	1		1134				0	no_stripped_elf;no_bir;no_labels;no_sub_graphs;no_matched_functions	local_cross_project_dir	
bsdtar_bsdtar_O2	bsdtar	bsdtar	O2	local_main:cross_project	data/cross_project/candidates/bsdtar_bsdtar_O2		1	0			0																									5721d55cecadbd9d809194a7d9a234baa7dfec3d			DYN	1		1233				0	no_stripped_elf;no_bir;no_labels;no_sub_graphs;no_matched_functions	local_cross_project_dir	
busybox_busybox_O0	busybox	busybox	O0	local_main;wulver	data/raw/busybox_busybox_O0	data/stripped/busybox_busybox_O0_stripped	2	1	data/bir/busybox_busybox_O0.bir	41496009	1	4178	schemaA:functions=addr->name		4491	8512	394	4361	29			train	train	train		0		1	1	12226	395	4361	0	1	55d89bb9254e570c7d3e1e520487fa71ef1fe90b	ef639b43f39c5c6e36bec14273e1b44493d1a8c6	0	1	EXEC	1	4337	3	1.0	archive		1			match_index_dangling=29/4361
busybox_busybox_O1	busybox	busybox	O1	local_main;wulver	data/raw/busybox_busybox_O1	data/stripped/busybox_busybox_O1_stripped	2	1	data/bir/busybox_busybox_O1.bir	29044649	1	3009	schemaA:functions=addr->name		3645	2871	392	2872	14			train	train	train		0		1	1	5705	397	2872	0	1	d9df266cd2843ba432d9b7c2424718edd069023e	85d39b475ffa8c16f42bf28a9bb45803867b8885	0	1	EXEC	1	3061	3	1.0	archive		1			match_index_dangling=14/2872
busybox_busybox_O2	busybox	busybox	O2	local_main;wulver	data/raw/busybox_busybox_O2	data/stripped/busybox_busybox_O2_stripped	2	1	data/bir/busybox_busybox_O2.bir	32126761	1	2905	flat:addr->name		3183	2406	393	2385	6			train	train	train		0		1	1	5134	398	2385	0	1	472a028ac87ce6abee2d61eb62f99bafdede5d02	273c90b27e86c393a0581bf7bfcc084eed1b94e7	0	1	EXEC	1	2611	3	1.0	archive		1			match_index_dangling=6/2385
busybox_busybox_O3	busybox	busybox	O3	local_main;wulver	data/raw/busybox_busybox_O3	data/stripped/busybox_busybox_O3_stripped	2	1	data/bir/busybox_busybox_O3.bir	40146274	1	2802	flat:addr->name		2975	2195	393	2176	6			train	train	train		0		1	1	4825	398	2176	0	1	d9340d4f8925f9ef4fbb165b6f482084bf1a9924	4acf30d1e12559278c86816a2af6a110bc4a0429	0	1	EXEC	1	2401	3	0.9966666666666667	archive		1			match_index_dangling=6/2176
byacc_yacc_O2	byacc	yacc	O2	local_main:cross_project	data/cross_project/candidates/byacc_yacc_O2		1	0			0																									6f37ff6bea1a522f8bf7435fcfa43d40e3a09f1c			DYN	1		139				0	no_stripped_elf;no_bir;no_labels;no_sub_graphs;no_matched_functions	local_cross_project_dir	
bzip2_bzip2_O0	bzip2	bzip2	O0	local_main;wulver	data/raw/bzip2_bzip2_O0_sym	data/stripped/bzip2_bzip2_O0	1	1	data/bir/bzip2_bzip2_O0.bir	2891932	1	107	schemaA:functions=name->addr		306	212	46	210	0		train	train	train	train	train	0		1	1	212	46	210	0	1	9a4073a1d2704ce77e79435d0a312113d2997957	9a4073a1d2704ce77e79435d0a312113d2997957	1	1	DYN	1	112	112	1.0	archive		1			
bzip2_bzip2_O1	bzip2	bzip2	O1	local_main;wulver	data/raw/bzip2_bzip2_O1_sym	data/stripped/bzip2_bzip2_O1_stripped	1	1	data/bir/bzip2_bzip2_O1.bir	1985447	1	84	schemaA:functions=addr->name		162	68	46	68	0			train	train	train		0		1	0			68	0	1	c100c6b1b3ed118b65886a50166e7ff762f39f92	c100c6b1b3ed118b65886a50166e7ff762f39f92	1	1	DYN	1	81	81	1.0	archive		1			
bzip2_bzip2_O2	bzip2	bzip2	O2	local_main;wulver	data/raw/bzip2_bzip2_O2_sym	data/stripped/bzip2_bzip2_O2	1	1	data/bir/bzip2_bzip2_O2.bir	2509619	1	68	schemaA:functions=name->addr		158	58	49	56	0		train	train	train	train	train	0		1	1	58	49	56	0	1	cbf334672e53975dbc5d1148f5f74d4eb6700b86	cbf334672e53975dbc5d1148f5f74d4eb6700b86	1	1	DYN	1	72	72	1.0	archive		1			
bzip2_bzip2_O3	bzip2	bzip2	O3	local_main;wulver	data/raw/bzip2_bzip2_O3_sym	data/stripped/bzip2_bzip2_O3_stripped	1	1	data/bir/bzip2_bzip2_O3.bir	3891119	1	72	schemaA:functions=addr->name		159	58	49	54	0			train	train	train		0		1	0			54	0	1	c2cffd1cc371266cac8e6dbb8bb2ab2830e2425d	c2cffd1cc371266cac8e6dbb8bb2ab2830e2425d	1	1	DYN	1	69	69	0.9827586206896551	archive		1			
cflow_cflow_O0	cflow	cflow	O0	local_main;wulver	data/raw/cflow_cflow_O0_sym	data/stripped/cflow_cflow_O0	1	1	data/bir/cflow_cflow_O0.bir	3445373	1	424	schemaA:functions=name->addr		1007	834	94	0				train	train	train		0		1	1	834	94	411	1	1	0797219f3cf412a27525a50857bfecadb12a4164	0797219f3cf412a27525a50857bfecadb12a4164	1	1	DYN	1	430	430	1.0	archive		1			
cflow_cflow_O1	cflow	cflow	O1	local_main;wulver	data/raw/cflow_cflow_O1_sym	data/stripped/cflow_cflow_O1	1	1	data/bir/cflow_cflow_O1.bir	2497303	1	326	schemaA:functions=name->addr		433	263	92	0				train	train	train		0		1	1	263	92	261	1	1	127c9fa17883cfc5769ad72db3348a20967fcdbd	127c9fa17883cfc5769ad72db3348a20967fcdbd	1	1	DYN	1	330	330	1.0	archive		1			
cflow_cflow_O2	cflow	cflow	O2	local_main;wulver	data/raw/cflow_cflow_O2_sym	data/stripped/cflow_cflow_O2	1	1	data/bir/cflow_cflow_O2.bir	2712294	1	317	schemaA:functions=name->addr		411	239	93	0				train	train	train		0		1	1	239	93	236	1	1	073821944e46cdaa97a6da19ae5bb99689c875fb	073821944e46cdaa97a6da19ae5bb99689c875fb	1	1	DYN	1	321	321	1.0	archive		1			
cflow_cflow_O3	cflow	cflow	O3	local_main;wulver	data/raw/cflow_cflow_O3_sym	data/stripped/cflow_cflow_O3	1	1	data/bir/cflow_cflow_O3.bir	3295336	1	294	schemaA:functions=name->addr		387	214	93	0				train	train	train		0		1	1	214	93	210	1	1	98432d7a61e23bd06e9ec232ffacc16f35df960d	98432d7a61e23bd06e9ec232ffacc16f35df960d	1	1	DYN	1	298	298	1.0	archive		1			
combinatorics_combine_O1	combinatorics	combine	O1	local_main;wulver	data/raw/combinatorics_combine_O1_sym	data/stripped/combinatorics_combine_O1_stripped	1	1	data/bir/combinatorics_combine_O1.bir	1714035	1	90	schemaA:functions=name->addr		179	75	52	74	0		train	train	train	train	train	0		1	1	75	52	74	0	1	b4085626a0266e49a662f0018581e7a33538f361	b4085626a0266e49a662f0018581e7a33538f361	1	1	DYN	1	94	94	1.0	archive		1			
combinatorics_combine_O2	combinatorics	combine	O2	local_main;wulver	data/raw/combinatorics_combine_O2_sym	data/stripped/combinatorics_combine_O2_stripped	1	1	data/bir/combinatorics_combine_O2.bir	1459398	1	92	schemaA:functions=name->addr		175	72	52	70	0		train	train	train	train	train	0		1	1	72	52	70	0	1	2c9c8ba845a0197dfa0102280909b7519312766e	2c9c8ba845a0197dfa0102280909b7519312766e	1	1	DYN	1	96	96	1.0	archive		1			
combinatorics_combine_O3	combinatorics	combine	O3	local_main;wulver	data/raw/combinatorics_combine_O3_sym	data/stripped/combinatorics_combine_O3_stripped	1	1	data/bir/combinatorics_combine_O3.bir	1605649	1	93	schemaA:functions=name->addr		177	73	52	71	0		train	train	train	train	train	0		1	1	73	52	71	0	1	8ceb0bb29058270b0eb27263581ab47d47e4408c	8ceb0bb29058270b0eb27263581ab47d47e4408c	1	1	DYN	1	97	97	1.0	archive		1			
coreutils2_dd	coreutils2	dd	default	local_main;wulver	data/raw/coreutils2_dd_sym	data/stripped/coreutils2_dd_stripped	1	1	data/bir/coreutils2_dd.bir	1200884	1	146	schemaA:functions=name->addr		272	106	81	103	0		train	train	train	train	train	0		1	1	106	81	103	0	1	551015023dccfaca14c9f860c7b7a78c71e2150e	551015023dccfaca14c9f860c7b7a78c71e2150e	1	1	DYN	1	150	150	1.0	archive		1			
coreutils2_dd_O0	coreutils2	dd	O0	local_main;wulver	data/raw/coreutils2_dd_O0_sym	data/stripped/coreutils2_dd_O0_stripped	1	1	data/bir/coreutils2_dd_O0.bir	1639330	1	200	schemaA:functions=name->addr		559	393	87	392	0		train	train	train	train	train	0		1	1	393	87	392	0	1	b81517b8b2e13b8af500d48edbf45bd278555f40	b81517b8b2e13b8af500d48edbf45bd278555f40	1	1	DYN	1	204	204	1.0	archive		1			
coreutils2_dd_O1	coreutils2	dd	O1	local_main;wulver	data/raw/coreutils2_dd_O1_sym	data/stripped/coreutils2_dd_O1_stripped	1	1	data/bir/coreutils2_dd_O1.bir	1154273	1	138	schemaA:functions=name->addr		273	109	86	108	0		train	train	train	train	train	0		1	1	109	86	108	0	1	4205d3b6eb03bd8d83f8326aeac3faeb7fb656cb	4205d3b6eb03bd8d83f8326aeac3faeb7fb656cb	1	1	DYN	1	142	142	0.9908256880733946	archive		1			
coreutils2_dd_O2	coreutils2	dd	O2	local_main;wulver	data/raw/coreutils2_dd_O2_sym	data/stripped/coreutils2_dd_O2_stripped	1	1	data/bir/coreutils2_dd_O2.bir	1151171	1	149	schemaA:functions=name->addr		272	108	86	105	0		train	train	train	train	train	0		1	1	108	86	105	0	1	373f60e6d67fa8653ab0bae16bd1c09f63a2303b	373f60e6d67fa8653ab0bae16bd1c09f63a2303b	1	1	DYN	1	153	153	1.0	archive		1			
coreutils2_dd_O3	coreutils2	dd	O3	local_main;wulver	data/raw/coreutils2_dd_O3_sym	data/stripped/coreutils2_dd_O3_stripped	1	1	data/bir/coreutils2_dd_O3.bir	1508807	1	153	schemaA:functions=name->addr		286	122	86	118	0		train	train	train	train	train	0		1	1	122	86	118	0	1	0b39c306bba584baeeda20a3bad8ccf0e4660c5a	0b39c306bba584baeeda20a3bad8ccf0e4660c5a	1	1	DYN	1	157	157	1.0	archive		1			
coreutils2_df	coreutils2	df	default	local_main;wulver	data/raw/coreutils2_df_sym	data/stripped/coreutils2_df_stripped	1	1	data/bir/coreutils2_df.bir	1446897	1	189	schemaA:functions=name->addr		341	137	103	134	0		train	train	train	train	train	0		1	1	137	103	134	0	1	e2a1d5cf5ff0b1760d40aa12503888d4825628cf	e2a1d5cf5ff0b1760d40aa12503888d4825628cf	1	1	DYN	1	193	193	1.0	archive	coreutils2_df_O2:0.922	1			dup_group_keeper:coreutils2_df_O2
coreutils2_df_O0	coreutils2	df	O0	local_main;wulver	data/raw/coreutils2_df_O0_sym	data/stripped/coreutils2_df_O0_stripped	1	1	data/bir/coreutils2_df_O0.bir	2126434	1	264	schemaA:functions=name->addr		719	523	111	519	0		train	train	train	train	train	0		1	1	523	111	519	0	1	b94042b371b27cea154f2e1656727f8d2b3c2483	b94042b371b27cea154f2e1656727f8d2b3c2483	1	1	DYN	1	271	271	1.0	archive		1			
coreutils2_df_O1	coreutils2	df	O1	local_main;wulver	data/raw/coreutils2_df_O1_sym	data/stripped/coreutils2_df_O1_stripped	1	1	data/bir/coreutils2_df_O1.bir	1378399	1	176	schemaA:functions=name->addr		332	140	109	139	0		train	train	train	train	train	0		1	1	140	109	139	0	1	24b0382897732bdc185b9c0120f6acba4bcbff30	24b0382897732bdc185b9c0120f6acba4bcbff30	1	1	DYN	1	180	180	0.9928571428571429	archive		1			
coreutils2_df_O2	coreutils2	df	O2	local_main;wulver	data/raw/coreutils2_df_O2_sym	data/stripped/coreutils2_df_O2_stripped	1	1	data/bir/coreutils2_df_O2.bir	1348342	1	189	schemaA:functions=name->addr		328	136	109	133	0		train	train	train	train	train	0		1	1	136	109	133	0	1	7111be3c08075465046929b63552b560dee318d1	7111be3c08075465046929b63552b560dee318d1	1	1	DYN	1	193	193	1.0	archive	coreutils2_df:0.922	0	duplicate_build_of:coreutils2_df		
coreutils2_df_O3	coreutils2	df	O3	local_main;wulver	data/raw/coreutils2_df_O3_sym	data/stripped/coreutils2_df_O3_stripped	1	1	data/bir/coreutils2_df_O3.bir	1692094	1	194	schemaA:functions=name->addr		343	151	109	148	0		train	train	train	train	train	0		1	1	151	109	148	0	1	bc3f5ce824c6fdc86e3874c9938eddc460a25244	bc3f5ce824c6fdc86e3874c9938eddc460a25244	1	1	DYN	1	198	198	1.0	archive		1			
coreutils2_du	coreutils2	du	default	local_main;wulver	data/raw/coreutils2_du_sym	data/stripped/coreutils2_du_stripped	1	1	data/bir/coreutils2_du.bir	1737154	1	237	schemaA:functions=name->addr		379	172	105	170	0		test	test	test	test	test	0		1	1	172	105	170	0	1	95388ced1d5ebb932154211a4ea1ed85da1734ce	95388ced1d5ebb932154211a4ea1ed85da1734ce	1	1	DYN	1	241	241	1.0	archive	coreutils2_du_O2:0.953	1			dup_group_keeper:coreutils2_du_O2
coreutils2_du_O0	coreutils2	du	O0	local_main;wulver	data/raw/coreutils2_du_O0_sym	data/stripped/coreutils2_du_O0_stripped	1	1	data/bir/coreutils2_du_O0.bir	2359821	1	338	schemaA:functions=name->addr		875	668	115	663	0		train	train	train	train	train	0		1	1	668	115	663	0	1	905707193ea4e4a03e8e4f21916c3087b2e0ba8a	905707193ea4e4a03e8e4f21916c3087b2e0ba8a	1	1	DYN	1	344	344	1.0	archive		1			
coreutils2_du_O1	coreutils2	du	O1	local_main;wulver	data/raw/coreutils2_du_O1_sym	data/stripped/coreutils2_du_O1_stripped	1	1	data/bir/coreutils2_du_O1.bir	1666018	1	227	schemaA:functions=name->addr		386	183	113	181	0		train	train	train	train	train	0		1	1	183	113	181	0	1	aa907d8e77799138084517b782a33449523f818a	aa907d8e77799138084517b782a33449523f818a	1	1	DYN	1	232	232	0.994535519125683	archive		1			
coreutils2_du_O2	coreutils2	du	O2	local_main;wulver	data/raw/coreutils2_du_O2_sym	data/stripped/coreutils2_du_O2_stripped	1	1	data/bir/coreutils2_du_O2.bir	1723147	1	239	schemaA:functions=name->addr		376	173	113	171	0		train	train	train	train	train	0		1	1	173	113	171	0	1	f3869794702d5101d42a061f74418f7b82c001ed	f3869794702d5101d42a061f74418f7b82c001ed	1	1	DYN	1	243	243	1.0	archive	coreutils2_du:0.953	0	duplicate_build_of:coreutils2_du		
coreutils2_du_O3	coreutils2	du	O3	local_main;wulver	data/raw/coreutils2_du_O3_sym	data/stripped/coreutils2_du_O3_stripped	1	1	data/bir/coreutils2_du_O3.bir	2167684	1	236	schemaA:functions=name->addr		385	182	113	180	0		train	train	train	train	train	0		1	1	182	113	180	0	1	ec0752f212702b8651ad6fed1277e8be6c3f6248	ec0752f212702b8651ad6fed1277e8be6c3f6248	1	1	DYN	1	240	240	1.0	archive		1			
coreutils2_ls	coreutils2	ls	default	local_main;wulver	data/raw/coreutils2_ls_sym	data/stripped/coreutils2_ls_stripped	1	1	data/bir/coreutils2_ls.bir	2093851	1	310	schemaA:functions=name->addr		407	186	117	184	0		train	train	train	train	train	0		1	1	186	117	184	0	1	88a88cf14c811fe8b192868e4faf23e9faeb3822	88a88cf14c811fe8b192868e4faf23e9faeb3822	1	1	DYN	1	313	313	1.0	archive		1			
coreutils2_ls_O0	coreutils2	ls	O0	local_main;wulver	data/raw/coreutils2_ls_O0_sym	data/stripped/coreutils2_ls_O0_stripped	1	1	data/bir/coreutils2_ls_O0.bir	2933667	1	487	schemaA:functions=name->addr		1179	962	121	958	0		train	train	train	train	train	0		1	1	962	121	958	0	1	7cb10d24751880d15cc04de9b032b44dbafc4426	7cb10d24751880d15cc04de9b032b44dbafc4426	1	1	DYN	1	494	494	1.0	archive		1			
coreutils2_ls_O1	coreutils2	ls	O1	local_main;wulver	data/raw/coreutils2_ls_O1_sym	data/stripped/coreutils2_ls_O1_stripped	1	1	data/bir/coreutils2_ls_O1.bir	1972498	1	319	schemaA:functions=name->addr		417	210	116	209	0		train	train	train	train	train	0		1	1	210	116	209	0	1	5cdabfaa96efdcf2a39e935bdf5de1950c9b4ee3	5cdabfaa96efdcf2a39e935bdf5de1950c9b4ee3	1	1	DYN	1	323	323	0.9904761904761905	archive		1			
coreutils2_ls_O2	coreutils2	ls	O2	local_main;wulver	data/raw/coreutils2_ls_O2_sym	data/stripped/coreutils2_ls_O2_stripped	1	1	data/bir/coreutils2_ls_O2.bir	2052921	1	310	schemaA:functions=name->addr		394	187	116	185	0		train	train	train	train	train	0		1	1	187	116	185	0	1	307db198537ed2de81de4d011319f1f3ce7403fa	307db198537ed2de81de4d011319f1f3ce7403fa	1	1	DYN	1	313	313	1.0	archive		1			
coreutils2_ls_O3	coreutils2	ls	O3	local_main;wulver	data/raw/coreutils2_ls_O3_sym	data/stripped/coreutils2_ls_O3_stripped	1	1	data/bir/coreutils2_ls_O3.bir	2632123	1	306	schemaA:functions=name->addr		415	207	116	205	0		train	train	train	train	train	0		1	1	207	116	205	0	1	28527f27b8c9a342f55018f0e8d745e8944fa4b4	28527f27b8c9a342f55018f0e8d745e8944fa4b4	1	1	DYN	1	309	309	1.0	archive		1			
coreutils2_mktemp	coreutils2	mktemp	default	local_main;wulver	data/raw/coreutils2_mktemp_sym	data/stripped/coreutils2_mktemp_stripped	1	1	data/bir/coreutils2_mktemp.bir	331012	1	103	schemaA:functions=name->addr		169	51	56	49	0		test	test	test	test	test	0		1	1	51	56	49	0	1	067ebed94073c7c9f4cf82fea066beb4ef36852e	067ebed94073c7c9f4cf82fea066beb4ef36852e	1	1	DYN	1	107	107	1.0	archive	coreutils2_mktemp_O2:0.939	1			dup_group_keeper:coreutils2_mktemp_O2
coreutils2_mktemp_O0	coreutils2	mktemp	O0	local_main;wulver	data/raw/coreutils2_mktemp_O0_sym	data/stripped/coreutils2_mktemp_O0_stripped	1	1	data/bir/coreutils2_mktemp_O0.bir	606796	1	124	schemaA:functions=name->addr		366	246	61	245	0		train	train	train	train	train	0		1	1	246	61	245	0	1	bd07f6bd62477b4dc402394e3ef335bc14a3b830	bd07f6bd62477b4dc402394e3ef335bc14a3b830	1	1	DYN	1	128	128	1.0	archive		1			
coreutils2_mktemp_O1	coreutils2	mktemp	O1	local_main;wulver	data/raw/coreutils2_mktemp_O1_sym	data/stripped/coreutils2_mktemp_O1_stripped	1	1	data/bir/coreutils2_mktemp_O1.bir	411437	1	93	schemaA:functions=name->addr		181	63	60	62	0		train	train	train	train	train	0		1	1	63	60	62	0	1	8e2ee0da5b22f552086be90a37eb716e9576400e	8e2ee0da5b22f552086be90a37eb716e9576400e	1	1	DYN	1	97	97	1.0	archive		1			
coreutils2_mktemp_O2	coreutils2	mktemp	O2	local_main;wulver	data/raw/coreutils2_mktemp_O2_sym	data/stripped/coreutils2_mktemp_O2_stripped	1	1	data/bir/coreutils2_mktemp_O2.bir	333202	1	106	schemaA:functions=name->addr		171	53	60	51	0		train	train	train	train	train	0		1	1	53	60	51	0	1	c8c5366cb2f032a4ba2c41ee7a41ac178c218709	c8c5366cb2f032a4ba2c41ee7a41ac178c218709	1	1	DYN	1	110	110	1.0	archive	coreutils2_mktemp:0.939	0	duplicate_build_of:coreutils2_mktemp		
coreutils2_mktemp_O3	coreutils2	mktemp	O3	local_main;wulver	data/raw/coreutils2_mktemp_O3_sym	data/stripped/coreutils2_mktemp_O3_stripped	1	1	data/bir/coreutils2_mktemp_O3.bir	600476	1	113	schemaA:functions=name->addr		194	76	60	74	0		train	train	train	train	train	0		1	1	76	60	74	0	1	6eaecf622112cd25df2a72c37806294d1e1c147c	6eaecf622112cd25df2a72c37806294d1e1c147c	1	1	DYN	1	117	117	1.0	archive		1			
coreutils2_realpath	coreutils2	realpath	default	local_main;wulver	data/raw/coreutils2_realpath_sym	data/stripped/coreutils2_realpath_stripped	1	1	data/bir/coreutils2_realpath.bir	692731	1	139	schemaA:functions=name->addr		200	82	59	80	0		train	train	train	train	train	0		1	1	82	59	80	0	1	6f645aed0381c90bd7afbf8f64c8b1d3cb2da899	6f645aed0381c90bd7afbf8f64c8b1d3cb2da899	1	1	DYN	1	143	143	1.0	archive		1			
coreutils2_realpath_O0	coreutils2	realpath	O0	local_main;wulver	data/raw/coreutils2_realpath_O0_sym	data/stripped/coreutils2_realpath_O0_stripped	1	1	data/bir/coreutils2_realpath_O0.bir	1050006	1	173	schemaA:functions=name->addr		465	345	70	341	0		train	train	train	train	train	0		1	1	345	70	341	0	1	ce3df2aa305ccd30a4f10ebba0620ea06ad96fd9	ce3df2aa305ccd30a4f10ebba0620ea06ad96fd9	1	1	DYN	1	180	180	1.0	archive		1			
